"tempSet";"tempActual";"timestamp"
54.0;52.484;10/26/17 9:30 AM
54.0;52.26;10/26/17 9:30 AM
54.0;52.118;10/26/17 9:31 AM
54.0;51.934;10/26/17 9:31 AM
54.0;52.03;10/26/17 9:31 AM
54.0;52.15;10/26/17 9:31 AM
54.0;52.36;10/26/17 9:32 AM
54.0;52.61;10/26/17 9:32 AM
54.0;52.865;10/26/17 9:32 AM
54.0;53.0891;10/26/17 9:32 AM
54.0;53.308;10/26/17 9:33 AM
54.0;53.446;10/26/17 9:33 AM
54.0;53.61;10/26/17 9:33 AM
54.0;53.732;10/26/17 9:33 AM
54.0;53.8309;10/26/17 9:34 AM
54.0;53.928;10/26/17 9:34 AM
54.0;53.94;10/26/17 9:34 AM
54.0;54.05;10/26/17 9:34 AM
54.0;54.12;10/26/17 9:35 AM
54.0;54.16;10/26/17 9:35 AM
54.0;54.16;10/26/17 9:35 AM
54.0;54.172;10/26/17 9:35 AM
54.0;54.2691;10/26/17 9:36 AM
54.0;54.28;10/26/17 9:36 AM
54.0;54.28;10/26/17 9:36 AM
54.0;54.34;10/26/17 9:36 AM
54.0;54.39;10/26/17 9:37 AM
54.0;54.39;10/26/17 9:37 AM
54.0;54.39;10/26/17 9:37 AM
54.0;54.43;10/26/17 9:37 AM
54.0;54.5;10/26/17 9:38 AM
54.0;54.5;10/26/17 9:38 AM
54.0;54.5;10/26/17 9:38 AM
54.0;54.52;10/26/17 9:38 AM
54.0;54.599;10/26/17 9:39 AM
54.0;54.59;10/26/17 9:39 AM
54.0;54.61;10/26/17 9:39 AM
54.0;54.61;10/26/17 9:39 AM
54.0;54.61;10/26/17 9:40 AM
54.0;54.61;10/26/17 9:40 AM
54.0;54.61;10/26/17 9:40 AM
54.0;54.698;10/26/17 9:40 AM
54.0;54.72;10/26/17 9:41 AM
54.0;54.687;10/26/17 9:41 AM
54.0;54.577;10/26/17 9:41 AM
54.0;54.44;10/26/17 9:41 AM
54.0;54.268;10/26/17 9:42 AM
54.0;54.0282;10/26/17 9:42 AM
54.0;53.589;10/26/17 9:42 AM
54.0;53.116;10/26/17 9:42 AM
54.0;52.6473;10/26/17 9:43 AM
54.0;52.349;10/26/17 9:43 AM
54.0;52.074;10/26/17 9:43 AM
54.0;51.9536;10/26/17 9:43 AM
54.0;51.91;10/26/17 9:44 AM
54.0;51.91;10/26/17 9:44 AM
54.0;52.016;10/26/17 9:44 AM
54.0;52.29;10/26/17 9:44 AM
54.0;52.587;10/26/17 9:45 AM
54.0;52.81;10/26/17 9:45 AM
54.0;53.004;10/26/17 9:45 AM
54.0;53.22;10/26/17 9:45 AM
54.0;53.424;10/26/17 9:46 AM
54.0;53.545;10/26/17 9:46 AM
54.0;53.67;10/26/17 9:46 AM
54.0;53.765;10/26/17 9:46 AM
54.0;53.8527;10/26/17 9:47 AM
54.0;53.94;10/26/17 9:47 AM
54.0;54.01;10/26/17 9:47 AM
54.0;54.05;10/26/17 9:47 AM
54.0;54.05;10/26/17 9:48 AM
54.0;54.116;10/26/17 9:48 AM
54.0;54.16;10/26/17 9:48 AM
54.0;54.16;10/26/17 9:48 AM
54.0;54.172;10/26/17 9:49 AM
54.0;54.2364;10/26/17 9:49 AM
54.0;54.28;10/26/17 9:49 AM
54.0;54.28;10/26/17 9:49 AM
54.0;54.357;10/26/17 9:50 AM
54.0;54.39;10/26/17 9:50 AM
54.0;54.39;10/26/17 9:50 AM
54.0;54.39;10/26/17 9:50 AM
54.0;54.43;10/26/17 9:51 AM
54.0;54.478;10/26/17 9:51 AM
54.0;54.5;10/26/17 9:51 AM
54.0;54.5;10/26/17 9:51 AM
54.0;54.5;10/26/17 9:52 AM
54.0;54.5;10/26/17 9:52 AM
54.0;54.55;10/26/17 9:52 AM
54.0;54.61;10/26/17 9:52 AM
54.0;54.61;10/26/17 9:53 AM
54.0;54.61;10/26/17 9:53 AM
54.0;54.61;10/26/17 9:53 AM
54.0;54.61;10/26/17 9:53 AM
54.0;54.643;10/26/17 9:54 AM
54.0;54.72;10/26/17 9:54 AM
54.0;54.72;10/26/17 9:54 AM
54.0;54.621;10/26/17 9:54 AM
54.0;54.53;10/26/17 9:55 AM
54.0;54.346;10/26/17 9:55 AM
54.0;54.1118;10/26/17 9:55 AM
54.0;53.677;10/26/17 9:55 AM
54.0;53.139;10/26/17 9:56 AM
54.0;52.6991;10/26/17 9:56 AM
54.0;52.393;10/26/17 9:56 AM
54.0;52.173;10/26/17 9:56 AM
54.0;52.005;10/26/17 9:57 AM
54.0;51.88;10/26/17 9:57 AM
54.0;51.844;10/26/17 9:57 AM
54.0;52.039;10/26/17 9:57 AM
54.0;52.25;10/26/17 9:58 AM
54.0;52.5045;10/26/17 9:58 AM
54.0;52.788;10/26/17 9:58 AM
54.0;53.003;10/26/17 9:58 AM
54.0;53.2309;10/26/17 9:59 AM
54.0;53.435;10/26/17 9:59 AM
54.0;53.567;10/26/17 9:59 AM
54.0;53.69;10/26/17 9:59 AM
54.0;53.787;10/26/17 10:00 AM
54.0;53.8418;10/26/17 10:00 AM
54.0;53.94;10/26/17 10:00 AM
54.0;53.98;10/26/17 10:00 AM
54.0;54.05;10/26/17 10:01 AM
54.0;54.06;10/26/17 10:01 AM
54.0;54.105;10/26/17 10:01 AM
54.0;54.16;10/26/17 10:01 AM
54.0;54.16;10/26/17 10:02 AM
54.0;54.184;10/26/17 10:02 AM
54.0;54.28;10/26/17 10:02 AM
54.0;54.28;10/26/17 10:02 AM
54.0;54.28;10/26/17 10:03 AM
54.0;54.335;10/26/17 10:03 AM
54.0;54.39;10/26/17 10:03 AM
54.0;54.39;10/26/17 10:03 AM
54.0;54.39;10/26/17 10:04 AM
54.0;54.401;10/26/17 10:04 AM
54.0;54.43;10/26/17 10:04 AM
54.0;54.5;10/26/17 10:04 AM
54.0;54.5;10/26/17 10:05 AM
54.0;54.5;10/26/17 10:05 AM
54.0;54.51;10/26/17 10:05 AM
54.0;54.61;10/26/17 10:05 AM
54.0;54.61;10/26/17 10:06 AM
54.0;54.61;10/26/17 10:06 AM
54.0;54.61;10/26/17 10:06 AM
54.0;54.61;10/26/17 10:06 AM
54.0;54.66;10/26/17 10:07 AM
